,index,file_extension,title,author
1337,635,../data/gutenberg/Sir Arthur Conan Doyle___Songs Of The Road.txt,Songs Of The Road,Sir Arthur Conan Doyle
1338,1892,../data/gutenberg/Charlotte Mary Yonge___The Chosen People.txt,The Chosen People,Charlotte Mary Yonge
1339,2158,../data/gutenberg/Hamlin Garland___A Daughter of the Middle Border.txt,A Daughter of the Middle Border,Hamlin Garland
1340,1296,../data/gutenberg/Anthony Trollope___La Vendée.txt,La Vendée,Anthony Trollope
1341,114,../data/gutenberg/Harold Bindloss___The Buccaneer Farmer.txt,The Buccaneer Farmer,Harold Bindloss
1342,1816,../data/gutenberg/Thornton Waldo Burgess___Mrs. Peter Rabbit.txt,Mrs. Peter Rabbit,Thornton Waldo Burgess
1343,1594,../data/gutenberg/Baronness Orczy___The Nest of the Sparrowhawk.txt,The Nest of the Sparrowhawk,Baronness Orczy
1344,957,../data/gutenberg/Bret Harte___Jeff Briggs's Love Story.txt,Jeff Briggs's Love Story,Bret Harte
1345,2859,../data/gutenberg/Lord Byron___The Works of Lord Byron. Vol. 4.txt,The Works of Lord Byron. Vol. 4,Lord Byron
1346,241,../data/gutenberg/Edgar Rice Burroughs___Pellucidar.txt,Pellucidar,Edgar Rice Burroughs
1347,541,../data/gutenberg/James Otis___The Search for the Silver City.txt,The Search for the Silver City,James Otis
1348,1354,"../data/gutenberg/Rudyard Kipling___Soldiers Three, Part 2.txt","Soldiers Three, Part 2",Rudyard Kipling
1349,1770,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 10.txt","History of Friedrich II of Prussia, Volume 10",Thomas Carlyle
1350,679,../data/gutenberg/James Otis___Teddy and Carrots.txt,Teddy and Carrots,James Otis
1351,3027,../data/gutenberg/Mark Twain___What Is Man? And Other Essays.txt,What Is Man? And Other Essays,Mark Twain
1352,56,"../data/gutenberg/Edmund Burke___The Works of the Right Honourable Edmund Burke, Vol. 02 (of 12).txt","The Works of the Right Honourable Edmund Burke, Vol. 02 (of 12)",Edmund Burke
1353,1252,../data/gutenberg/John Galsworthy___The First and The Last.txt,The First and The Last,John Galsworthy
1354,2903,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 25.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 25",Robert Louis Stevenson
1355,2832,../data/gutenberg/John Milton___Paradise Lost.txt,Paradise Lost,John Milton
1356,435,../data/gutenberg/Sir Arthur Conan Doyle___The Cabman's Story.txt,The Cabman's Story,Sir Arthur Conan Doyle
1357,2053,../data/gutenberg/Henry James___Picture and Text.txt,Picture and Text,Henry James
1358,1057,../data/gutenberg/Sir Arthur Conan Doyle___The Adventures of Sherlock Holmes.txt,The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle
1359,2951,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 13.txt","History of Friedrich II of Prussia, Volume 13",Thomas Carlyle
1360,155,../data/gutenberg/John Ruskin___The Queen of the Air.txt,The Queen of the Air,John Ruskin
1361,2166,../data/gutenberg/R M Ballantyne___Post Haste.txt,Post Haste,R M Ballantyne
1362,3031,../data/gutenberg/P G Wodehouse___The Head of Kay's.txt,The Head of Kay's,P G Wodehouse
1363,1361,../data/gutenberg/George Alfred Henty___The Lion of Saint Mark.txt,The Lion of Saint Mark,George Alfred Henty
1364,1016,../data/gutenberg/Benjamin Disraeli___Alroy.txt,Alroy,Benjamin Disraeli
1365,60,../data/gutenberg/Robert Louis Stevenson___The Strange Case Of Dr. Jekyll And Mr. Hyde.txt,The Strange Case Of Dr. Jekyll And Mr. Hyde,Robert Louis Stevenson
1366,2155,../data/gutenberg/Nathaniel Hawthorne___Sketches and Studies.txt,Sketches and Studies,Nathaniel Hawthorne
1367,29,../data/gutenberg/R M Ballantyne___The Madman and the Pirate.txt,The Madman and the Pirate,R M Ballantyne
1368,782,../data/gutenberg/William Butler Yeats___Two plays for dancers.txt,Two plays for dancers,William Butler Yeats
1369,35,../data/gutenberg/Wilkie Collins___The Fallen Leaves.txt,The Fallen Leaves,Wilkie Collins
1370,2553,../data/gutenberg/John Keats___Poems 1817.txt,Poems 1817,John Keats
1371,1446,"../data/gutenberg/John Morley___Critical Miscellanies, Volume 3, Essay 4, The Life of George Eliot.txt","Critical Miscellanies, Volume 3, Essay 4, The Life of George Eliot",John Morley
1372,1171,../data/gutenberg/Edward Stratemeyer___The Rover Boys on a Tour.txt,The Rover Boys on a Tour,Edward Stratemeyer
1373,1650,../data/gutenberg/George Alfred Henty___By Conduct and Courage.txt,By Conduct and Courage,George Alfred Henty
1374,1310,"../data/gutenberg/Joseph Conrad___Nostromo, A Tale of the Seaboard.txt","Nostromo, A Tale of the Seaboard",Joseph Conrad
1375,1060,../data/gutenberg/Grant Allen___The Beckoning Hand and Other Stories.txt,The Beckoning Hand and Other Stories,Grant Allen
1376,358,../data/gutenberg/P G Wodehouse___Psmith in the City.txt,Psmith in the City,P G Wodehouse
1377,1123,"../data/gutenberg/Thornton Waldo Burgess___Mother West Wind ""How"" Stories.txt","Mother West Wind ""How"" Stories",Thornton Waldo Burgess
1378,2981,../data/gutenberg/D H Lawrence___Amores.txt,Amores,D H Lawrence
1379,499,../data/gutenberg/George Alfred Henty___Bonnie Prince Charlie.txt,Bonnie Prince Charlie,George Alfred Henty
1380,2662,../data/gutenberg/Bram Stoker___The Jewel of Seven Stars.txt,The Jewel of Seven Stars,Bram Stoker
1381,2457,../data/gutenberg/Louisa May Alcott___Spinning-Wheel Stories.txt,Spinning-Wheel Stories,Louisa May Alcott
1382,524,"../data/gutenberg/Sir Richard Francis Burton___Personal Narrative of a Pilgrimage to Al-Madinah & Meccah, Volume 1.txt","Personal Narrative of a Pilgrimage to Al-Madinah & Meccah, Volume 1",Sir Richard Francis Burton
1383,1200,../data/gutenberg/Charles Dickens___Sketches of Young Gentlemen.txt,Sketches of Young Gentlemen,Charles Dickens
1384,737,../data/gutenberg/Benjamin Disraeli___Coningsby.txt,Coningsby,Benjamin Disraeli
1385,50,../data/gutenberg/Benjamin Disraeli___Sketches.txt,Sketches,Benjamin Disraeli
1386,265,../data/gutenberg/Thomas Carlyle___The Life of Friedrich Schiller.txt,The Life of Friedrich Schiller,Thomas Carlyle
1387,2910,../data/gutenberg/Harold Bindloss___Blake's Burden.txt,Blake's Burden,Harold Bindloss
1388,1585,"../data/gutenberg/James Matthew Barrie___""Der Tag"".txt","""Der Tag""",James Matthew Barrie
1389,1664,../data/gutenberg/Harold Bindloss___Winston of the Prairie.txt,Winston of the Prairie,Harold Bindloss
1390,1968,../data/gutenberg/John Keats___Keats: Poems Published in 1820.txt,Keats: Poems Published in 1820,John Keats
1391,1315,"../data/gutenberg/Thomas Henry Huxley___A Critical Examination Of The Position Of Mr. Darwin's Work, ""On The Origin Of Species"".txt","A Critical Examination Of The Position Of Mr. Darwin's Work, ""On The Origin Of Species""",Thomas Henry Huxley
1392,1518,../data/gutenberg/Wilkie Collins___Jezebel's Daughter.txt,Jezebel's Daughter,Wilkie Collins
1393,2777,../data/gutenberg/Sir Arthur Conan Doyle___The Parasite.txt,The Parasite,Sir Arthur Conan Doyle
1394,2373,../data/gutenberg/Henry James___Notes of a Son and Brother.txt,Notes of a Son and Brother,Henry James
1395,2168,../data/gutenberg/William Dean Howells___A Chance Acquaintance.txt,A Chance Acquaintance,William Dean Howells
1396,2114,../data/gutenberg/Robert Southey___Poems.txt,Poems,Robert Southey
1397,336,../data/gutenberg/William Butler Yeats___The Countess Cathleen.txt,The Countess Cathleen,William Butler Yeats
1398,548,../data/gutenberg/Henry Rider Haggard___She.txt,She,Henry Rider Haggard
1399,2385,../data/gutenberg/Bret Harte___A Waif of the Plains.txt,A Waif of the Plains,Bret Harte
1400,1156,../data/gutenberg/George Alfred Henty___The Young Buglers.txt,The Young Buglers,George Alfred Henty
1401,887,../data/gutenberg/Stephen Leacock___Literary Lapses.txt,Literary Lapses,Stephen Leacock
1402,1721,../data/gutenberg/Frank Richard Stockton___The Stories of the Three Burglars.txt,The Stories of the Three Burglars,Frank Richard Stockton
1403,2950,../data/gutenberg/John Dryden___Dryden's Works Vol. 6 (of 18).txt,Dryden's Works Vol. 6 (of 18),John Dryden
1404,494,../data/gutenberg/Louisa May Alcott___Eight Cousins.txt,Eight Cousins,Louisa May Alcott
1405,580,"../data/gutenberg/William Wymark Jacobs___The Unknown, Night Watches, Part 7.txt","The Unknown, Night Watches, Part 7",William Wymark Jacobs
1406,2792,../data/gutenberg/Andrew Lang___James VI and the Gowrie Mystery.txt,James VI and the Gowrie Mystery,Andrew Lang
1407,3010,../data/gutenberg/Charles Dickens___The Letters of Charles Dickens Volume 1.txt,The Letters of Charles Dickens Volume 1,Charles Dickens
1408,2301,../data/gutenberg/Stephen Leacock___My Discovery of England.txt,My Discovery of England,Stephen Leacock
1409,431,../data/gutenberg/Charles Dickens___The Old Curiosity Shop.txt,The Old Curiosity Shop,Charles Dickens
1410,1189,../data/gutenberg/P B Shelley___A Defence of Poetry and Other Essays.txt,A Defence of Poetry and Other Essays,P B Shelley
1411,1229,../data/gutenberg/James Otis___Left Behind.txt,Left Behind,James Otis
1412,2480,../data/gutenberg/Jacob Abbott___William the Conqueror.txt,William the Conqueror,Jacob Abbott
1413,2478,../data/gutenberg/Charles Dickens___Life And Adventures Of Martin Chuzzlewit.txt,Life And Adventures Of Martin Chuzzlewit,Charles Dickens
1414,212,../data/gutenberg/Mark Twain___The Stolen White Elephant.txt,The Stolen White Elephant,Mark Twain
1415,2302,../data/gutenberg/Walter de la Mare___Collected Poems 1901-1918 in Two Volumes Volume 1.txt,Collected Poems 1901-1918 in Two Volumes Volume 1,Walter de la Mare
1416,1064,../data/gutenberg/Rudyard Kipling___A Song of the English.txt,A Song of the English,Rudyard Kipling
1417,1245,../data/gutenberg/Robert Louis Stevenson___Across The Plains.txt,Across The Plains,Robert Louis Stevenson
1418,75,../data/gutenberg/Edward Phillips Oppenheim___The Hillman.txt,The Hillman,Edward Phillips Oppenheim
1419,2914,"../data/gutenberg/William Wymark Jacobs___The Nest Egg, Captains All, Book 3.txt","The Nest Egg, Captains All, Book 3",William Wymark Jacobs
1420,1748,../data/gutenberg/Sir Arthur Conan Doyle___The Man from Archangel.txt,The Man from Archangel,Sir Arthur Conan Doyle
1421,1312,../data/gutenberg/Lyman Frank Baum___The Woggle-Bug Book.txt,The Woggle-Bug Book,Lyman Frank Baum
1422,2861,"../data/gutenberg/Thomas Robert Malthus___Observations on the Effects of the Corn Laws, and of a Rise or Fall in the Price of Corn on the Agriculture and General Wealth of the Country.txt","Observations on the Effects of the Corn Laws, and of a Rise or Fall in the Price of Corn on the Agriculture and General Wealth of the Country",Thomas Robert Malthus
1423,1031,../data/gutenberg/Jack London___A Daughter of the Snows.txt,A Daughter of the Snows,Jack London
1424,2639,../data/gutenberg/G K Chesterton___The Ball and The Cross.txt,The Ball and The Cross,G K Chesterton
1425,247,../data/gutenberg/William Blake___Poems of William Blake.txt,Poems of William Blake,William Blake
1426,1595,../data/gutenberg/William Wordsworth___The Prose Works of William Wordsworth.txt,The Prose Works of William Wordsworth,William Wordsworth
1427,1992,../data/gutenberg/Lyman Frank Baum___Mary Louise in the Country.txt,Mary Louise in the Country,Lyman Frank Baum
1428,1680,../data/gutenberg/Sir Arthur Conan Doyle___Through the Magic Door.txt,Through the Magic Door,Sir Arthur Conan Doyle
1429,2858,../data/gutenberg/John Bunyan___Grace Abounding to the Chief of Sinners.txt,Grace Abounding to the Chief of Sinners,John Bunyan
1430,1500,../data/gutenberg/Samuel Taylor Coleridge___The Complete Poetical Works of Samuel Taylor Coleridge.txt,The Complete Poetical Works of Samuel Taylor Coleridge,Samuel Taylor Coleridge
1431,2001,../data/gutenberg/Edgar Allan Poe___The Raven.txt,The Raven,Edgar Allan Poe
1432,1918,../data/gutenberg/Joseph Conrad___The Secret Sharer.txt,The Secret Sharer,Joseph Conrad
1433,1919,../data/gutenberg/Zane Grey___The Lone Star Ranger.txt,The Lone Star Ranger,Zane Grey
1434,186,../data/gutenberg/Albert Einstein___Relativity: The Special and General Theory.txt,Relativity: The Special and General Theory,Albert Einstein
1435,2731,../data/gutenberg/Jack London___Smoke Bellew.txt,Smoke Bellew,Jack London
1436,2015,"../data/gutenberg/John Ruskin___Our Fathers Have Told Us, Part I, The Bible of Amiens.txt","Our Fathers Have Told Us, Part I, The Bible of Amiens",John Ruskin
1437,668,../data/gutenberg/Edgar Allan Poe___The Works of Edgar Allan Poe Volume 2.txt,The Works of Edgar Allan Poe Volume 2,Edgar Allan Poe
1438,2060,../data/gutenberg/Bret Harte___The Bell-Ringer of Angel's and Other Stories.txt,The Bell-Ringer of Angel's and Other Stories,Bret Harte
1439,1336,../data/gutenberg/Edward Phillips Oppenheim___The Lighted Way.txt,The Lighted Way,Edward Phillips Oppenheim
1440,8,../data/gutenberg/James Fenimore Cooper___Autobiography of a Pocket-Hankerchief.txt,Autobiography of a Pocket-Hankerchief,James Fenimore Cooper
1441,2097,"../data/gutenberg/John Ruskin___The Stones of Venice, Volume III (of 3).txt","The Stones of Venice, Volume III (of 3)",John Ruskin
1442,1622,../data/gutenberg/R M Ballantyne___The Lonely Island.txt,The Lonely Island,R M Ballantyne
1443,2569,../data/gutenberg/Daniel Defoe___The History of the Devil.txt,The History of the Devil,Daniel Defoe
1444,1075,../data/gutenberg/Lord Byron___The Works of Lord Byron: Letters and Journals. Vol. 1.txt,The Works of Lord Byron: Letters and Journals. Vol. 1,Lord Byron
1445,2111,../data/gutenberg/Bret Harte___Colonel Starbottle's Client and Other Stories.txt,Colonel Starbottle's Client and Other Stories,Bret Harte
1446,1781,../data/gutenberg/Herbert George Wells___Tales of Space and Time.txt,Tales of Space and Time,Herbert George Wells
1447,1655,../data/gutenberg/Henry James___Nona Vincent.txt,Nona Vincent,Henry James
1448,32,../data/gutenberg/R M Ballantyne___The Hot Swamp.txt,The Hot Swamp,R M Ballantyne
1449,1124,../data/gutenberg/William Dean Howells___Stories Of Ohio.txt,Stories Of Ohio,William Dean Howells
1450,2866,../data/gutenberg/Henry Rider Haggard___The Wanderer's Necklace.txt,The Wanderer's Necklace,Henry Rider Haggard
1451,445,../data/gutenberg/Charlotte Mary Yonge___Dynevor Terrace (Vol. II).txt,Dynevor Terrace (Vol. II),Charlotte Mary Yonge
1452,464,../data/gutenberg/Hamlin Garland___Money Magic.txt,Money Magic,Hamlin Garland
1453,3000,../data/gutenberg/Jack London___The Night-Born.txt,The Night-Born,Jack London
1454,1681,../data/gutenberg/Philip Kindred Dick___The Gun.txt,The Gun,Philip Kindred Dick
1455,1809,../data/gutenberg/Lewis Carroll___Alice's Adventures in Wonderland.txt,Alice's Adventures in Wonderland,Lewis Carroll
1456,1946,../data/gutenberg/Rafael Sabatini___Love-at-Arms.txt,Love-at-Arms,Rafael Sabatini
1457,2075,../data/gutenberg/Jacob Abbott___Rollo's Experiments.txt,Rollo's Experiments,Jacob Abbott
1458,243,"../data/gutenberg/Nathaniel Hawthorne___The Toll Gatherer's Day (From ""Twice Told Tales"").txt","The Toll Gatherer's Day (From ""Twice Told Tales"")",Nathaniel Hawthorne
1459,1704,../data/gutenberg/John Galsworthy___A Bit O' Love.txt,A Bit O' Love,John Galsworthy
1460,401,../data/gutenberg/Samuel Taylor Coleridge___Specimens of the Table Talk of S.T.Coleridge.txt,Specimens of the Table Talk of S.T.Coleridge,Samuel Taylor Coleridge
1461,2032,"../data/gutenberg/Nathaniel Hawthorne___Sights from a Steeple (From ""Twice Told Tales"").txt","Sights from a Steeple (From ""Twice Told Tales"")",Nathaniel Hawthorne
1462,1984,../data/gutenberg/Edward Phillips Oppenheim___The Betrayal.txt,The Betrayal,Edward Phillips Oppenheim
1463,450,../data/gutenberg/Charlotte Mary Yonge___Love and Life.txt,Love and Life,Charlotte Mary Yonge
1464,1227,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 3.txt","History of Friedrich II of Prussia, Volume 3",Thomas Carlyle
1465,2368,../data/gutenberg/Thomas Robert Malthus___The Grounds of an Opinion on the Policy of Restricting the Importation of Foreign Corn.txt,The Grounds of an Opinion on the Policy of Restricting the Importation of Foreign Corn,Thomas Robert Malthus
1466,2342,../data/gutenberg/Herbert George Wells___Marriage.txt,Marriage,Herbert George Wells
1467,471,../data/gutenberg/Thomas Hardy___Tess of the d'Urbervilles.txt,Tess of the d'Urbervilles,Thomas Hardy
1468,2209,../data/gutenberg/Jacob Abbott___Hannibal.txt,Hannibal,Jacob Abbott
1469,2751,../data/gutenberg/Bret Harte___Cressy.txt,Cressy,Bret Harte
1470,2618,../data/gutenberg/Anthony Trollope___Mr. Scarborough's Family.txt,Mr. Scarborough's Family,Anthony Trollope
1471,1674,../data/gutenberg/John Dryden___All for Love.txt,All for Love,John Dryden
1472,2083,../data/gutenberg/R M Ballantyne___The Life of a Ship.txt,The Life of a Ship,R M Ballantyne
1473,1787,../data/gutenberg/Sir Arthur Conan Doyle___The Great Boer War.txt,The Great Boer War,Sir Arthur Conan Doyle
1474,1833,../data/gutenberg/Jonathan Swift___Gulliver's Travels.txt,Gulliver's Travels,Jonathan Swift
1475,611,../data/gutenberg/James Fenimore Cooper___Oak Openings.txt,Oak Openings,James Fenimore Cooper
1476,1407,../data/gutenberg/Louisa May Alcott___Little Men.txt,Little Men,Louisa May Alcott
1477,2942,../data/gutenberg/George Alfred Henty___The Lost Heir.txt,The Lost Heir,George Alfred Henty
1478,2330,../data/gutenberg/Edward Phillips Oppenheim___A Prince of Sinners.txt,A Prince of Sinners,Edward Phillips Oppenheim
1479,2357,../data/gutenberg/George Alfred Henty___Through Three Campaigns.txt,Through Three Campaigns,George Alfred Henty
1480,2281,../data/gutenberg/Harriet Elizabeth Beecher Stowe___Lady Byron Vindicated.txt,Lady Byron Vindicated,Harriet Elizabeth Beecher Stowe
1481,2325,../data/gutenberg/Lyman Frank Baum___American Fairy Tales.txt,American Fairy Tales,Lyman Frank Baum
